Background	FLAGS	OMIM	HGMD	WES
BNIP1				
BROX				
BST1				
C10orf10				
C11orf42				
C12orf4				
C14orf180				
C14orf183				
C22orf23				
C22orf31				
C2orf73				
C6orf211				
CA4				
CAMK1				
CBX8				
CCDC134				
CCDC149				
CCDC176				
CCDC54				
CCNO				
CD2				
CD74				
CDC23				
CDK14				
CENPI				
CERS1				
CGRRF1				
CHKA				
CHN2				
CHST8				
CISH				
CKMT2				
CLCN5				
CLDN9				
CLEC17A				
CLEC18B				
COPG2				
COQ9				
CORO6				
CPB2				
CREM				
CRISP1				
CRTAP				
CRYGA				
CSRP3				
CST4				
CTSO				
CYLC1				
DBT				
DBX2				
DDX46				
DEFB119				
DGAT2				
DKK3				
DTL				
DUSP10				
DYRK2				
E2F2				
EOMES				
F11R				
FAM178B				
FAM71F2				
FASTK				
FBXO17				
FGR				
FNBP1				
FOXN2				
FPR2				
GAB1				
GABRD				
GATA2				
GDE1				
GJB7				
GLUD2				
GMEB1				
GNL1				
GPATCH2L				
GPC4				
GPR15				
GPT2				
GSTP1				
GUCY1A2				
HAAO				
HAT1				
HAUS1				
HNRNPA1L2				
HNRNPU				
HOXC10				
HP1BP3				
HPGDS				
HS2ST1				
HSD17B7				
HSPA13				
HYLS1				
ICOSLG				
IDI2				
IFNA10				
IFNL2				
IFRD1				
IGHV3-7				
IGKV1-17				
IGLC1				
IGLL1				
IQCF3				
IRAK1BP1				
IRF5				
IRX2				
KBTBD7				
KCNC2				
KCNJ14				
KCNN4				
KDELC2				
KIF3B				
KLHL9				
KLK5				
KRTAP5-1				
KTI12				
LAYN				
LCK				
LDHAL6A				
LIN9				
LINGO1				
LRRC18				
LRRC34				
LSM14A				
MAF1				
MAT2B				
MB21D2				
MCHR2				
MEF2A				
METAP2				
METTL1				
MGLL				
MID1				
MLLT1				
MMP26				
MPP1				
MPZL2				
MPZL3				
MR1				
MRGPRX2				
MRPL21				
MRPL28				
MRPL44				
MRPS11				
MS4A2				
MTAP				
MTFMT				
MTHFD2L				
MUM1L1				
MYOZ1				
NAB1				
NAP1L4				
NDUFA10				
NEGR1				
NEUROD4				
NME6				
NMI				
NOMO3				
NPR3				
NR5A2				
NSFL1C				
NTNG1				
NUBPL				
NUDT14				
NUDT17				
NUDT6				
NUTM2F				
OCIAD1				
ODF3				
OLAH				
OR10G9				
OR10H1				
OR10R2				
OR10Z1				
OR13C2				
OR13D1				
OR1C1				
OR1D2				
OR1L6				
OR2A14				
OR2AE1				
OR2C3				
OR3A2				
OR51A4				
OR52A5				
OR5A2				
OR5J2				
OR5K2				
OR5M11				
OR5V1				
OR7C1				
OR7E24				
OR8A1				
P2RX3				
PANX1				
PAPOLA				
PAX5				
PCGF2				
PDE7B				
PDP1				
PEX26				
PGBD4				
PKNOX1				
PLAGL1				
PLCL2				
PLCXD2				
PNCK				
PPM1H				
PPP1R3F				
PPP2R2B				
PRCC				
PRDM13				
PRMT5				
PRRG3				
PRSS54				
PRTFDC1				
PSMB10				
PSMD3				
PSMG1				
PYGO2				
RAB17				
RAB26				
RAB3IP				
RABL2A				
RAD51C				
RAI2				
RASSF2				
RAVER2				
RBMS1				
RDH5				
RDM1				
REM2				
REPS2				
RFC3				
RLN1				
RNASE11				
RNF103-CHMP3				
RNF128				
RNF14				
RNF149				
RPP38				
RTCA				
S1PR3				
SAMSN1				
SCP2				
SDC1				
SDR39U1				
SERPINE2				
SERTAD2				
SGPP2				
SH3BP5L				
SH3GL2				
SH3GLB2				
SKAP2				
SLC15A4				
SLC17A1				
SLC22A24				
SLC25A30				
SLC2A3				
SLC39A2				
SLITRK4				
SNRK				
SNX11				
SOHLH2				
SPATS2L				
SRRM5				
SSBP4				
ST3GAL4				
ST6GAL1				
STK24				
STX2				
SUGT1				
SWAP70				
SYCE1				
SYNGR1				
SYT9				
TAS2R7				
TLDC2				
TLR8				
TMEM110-MUSTN1				
TMEM144				
TMEM169				
TMEM198				
TMEM246				
TMEM39A				
TMEM72				
TMEM89				
TMOD2				
TNFRSF17				
TNFSF11				
TOR1AIP2				
TPBG				
TRIM58				
TRIM71				
TRMT12				
TRPC1				
TSPAN16				
TSSK4				
UBL7				
UBXN10				
ULBP3				
VEGFA				
VWA9				
WASF1				
WBP2NL				
WDR55				
WDR5B				
XPR1				
YARS2				
YY2				
ZBED2				
ZBTB1				
ZFP91				
ZIK1				
ZKSCAN3				
ZNF12				
ZNF232				
ZNF250				
ZNF277				
ZNF358				
ZNF383				
ZNF564				
ZNF880				
ZNHIT2				
ZSCAN30				
ABI1				
ACKR3				
ACOT2				
ACOT9				
ADCK5				
ADORA2A				
ADRA1D				
ADRM1				
AIFM1				
AIMP1				
ANXA5				
APOC4-APOC2				
ARV1				
ASB8				
ASPHD1				
AZIN1				
BAAT				
BLOC1S5				
BPIFA1				
BTBD8				
C10orf129				
C11orf53				
C11orf84				
C14orf105				
C15orf38				
C17orf77				
C1QTNF1				
C1QTNF5				
C1orf63				
C1orf86				
C20orf112				
C22orf43				
C3orf56				
C4orf17				
C4orf19				
CADM3				
CAMK2B				
CARD16				
CCDC90B				
CCER1				
CCNA1				
CCT6A				
CD27				
CD68				
CDC37				
CDCA3				
CDCA4				
CDHR4				
CDK3				
CEACAM7				
CELA1				
CELA2B				
CER1				
CERS2				
CFHR3				
CHPT1				
CHST5				
CIB4				
CLDN7				
CLEC1B				
CLEC4A				
CLEC4G				
CLEC9A				
COQ5				
CSN1S1				
CTHRC1				
CXCR2				
CYB561A3				
CYC1				
CYP27B1				
DDB2				
DEGS2				
DHDDS				
DHRS7C				
DIABLO				
DNAJC4				
DNAJC5G				
DOHH				
DPCD				
DPYSL5				
DUOXA2				
DUPD1				
EBF2				
EBF3				
EBI3				
EDN1				
ELF2				
ELMO1				
ERP29				
ETV6				
EXOSC3				
FAM102A				
FAM124B				
FAM131A				
FAM131C				
FAM153B				
FAM172A				
FAM213B				
FAM83E				
FANCD2OS				
FBL				
FBXO31				
FBXO9				
FCGR2A				
FCGR2B				
FCGR3B				
FGF6				
FHL5				
FKBP4				
FKBP7				
FKBP8				
FNBP1L				
FNDC9				
FXR1				
G6PC				
GALNTL6				
GFRA3				
GIMAP5				
GINS2				
GJA9				
GK5				
GLRX3				
GLT8D1				
GPC3				
GPN3				
GPR101				
GPR32				
GPR45				
GPX3				
GRIA3				
GTPBP10				
GUCA1C				
GZMK				
HEXIM2				
HMBS				
HMGB4				
HNF1B				
HOXC11				
HOXD3				
HS3ST1				
HSF2				
HSPBP1				
HTRA1				
HYKK				
ICAM4				
IFI30				
IFNGR2				
IGFBP6				
IGHV1-2				
IGHV1OR21-1				
IGKV1D-8				
IL15RA				
IL34				
IMPACT				
IMPDH2				
INHA				
KCND2				
KCNJ10				
KCNN3				
KCNS1				
KCTD16				
KIF3A				
KLF10				
KLF3				
KLHL33				
KLK13				
KRTAP10-8				
LAPTM4B				
LCN6				
LEPREL4				
LIAS				
LIPK				
LMBR1				
LMTK3				
LOXL1				
LSM14B				
LSMEM2				
MAGEB18				
MAGEC2				
MANEAL				
MAP2K2				
MAPK9				
MDFI				
MEPCE				
METTL21A				
MFSD11				
MGAT1				
MIER1				
MOAP1				
MOCS3				
MRGPRF				
MRPL16				
MRPL19				
MRPL45				
MRPS17				
MS4A12				
MS4A8				
MTFR1L				
MTIF3				
MTL5				
MUC1				
MXRA8				
NAA40				
NAGK				
NDUFB8				
NIPA2				
NIPSNAP3B				
NME9				
NPTXR				
NT5C1A				
NTM				
NUCB2				
NUDT7				
NUMBL				
OCLN				
OR10H3				
OR1Q1				
OR2B6				
OR2J2				
OR4K5				
OR51B5				
OR51F2				
OR5H2				
OR5T3				
OR5W2				
OR7D4				
OR8B3				
OR8H3				
OR8J3				
OSM				
OTUD6B				
OXCT1				
P2RY6				
PABPC4				
PELI3				
PEX19				
PEX2				
PHF7				
PLEKHM3				
PLSCR5				
PNMA2				
PNMA5				
POTEH				
POU4F3				
PPEF1				
PRB1				
PRKAR2A				
PRSS22				
PRSS58				
PSEN1				
PSMB7				
PTAR1				
PTCRA				
PWWP2A				
RAB40AL				
RAD21				
RASL12				
RBM45				
RFPL1				
RHBDL1				
RNF13				
RNF146				
RORA				
RPL13				
SBSN				
SCARF2				
SCML4				
SERF2				
SERPINA7				
SERPINB9				
SF3A1				
SFRP4				
SH2B2				
SHE				
SIRPD				
SLC15A5				
SLC16A8				
SLC25A21				
SLC25A3				
SLC30A10				
SLC38A11				
SLC38A6				
SLC39A7				
SLC40A1				
SLC46A1				
SMAD6				
SMC3				
SNX20				
SNX30				
SPATA22				
SPDYE1				
SPO11				
SPZ1				
SRSF6				
STAC3				
STAR				
STAT1				
STC2				
STK17A				
STX6				
SUPT3H				
SUPT7L				
TAAR8				
TAB3				
TAS2R41				
TBC1D22B				
TBC1D26				
TBL1X				
TBRG1				
TBX22				
TBXA2R				
TCP10L				
TDP2				
TFDP2				
TFDP3				
THOC1				
TIGIT				
TLK1				
TM4SF4				
TM9SF2				
TMEM125				
TMEM219				
TMEM231				
TMUB2				
TNFRSF11B				
TOR2A				
TPRX1				
TSPAN10				
TXNIP				
TYW1B				
U2AF1L4				
UBA2				
UBQLN4				
VPREB1				
VPS72				
VSIG1				
WASL				
WBP4				
XKR4				
ZDHHC14				
ZMAT1				
ZNF124				
ZNF181				
ZNF460				
ZNF506				
ZNF562				
ZNF589				
ZNF622				
ZNF684				
ZNF75D				
ABHD10				
ACAT1				
ACBD3				
ACMSD				
ADAMTSL2				
ADARB1				
ADH6				
ADIPOQ				
ADORA2B				
ADPGK				
AK1				
AKR1C2				
ALKBH4				
ANKRD13B				
ANKRD36				
APH1B				
ARHGEF5				
ARPC1A				
ASIC1				
ASNS				
ASPN				
ATG4B				
ATL3				
ATXN3				
AURKAIP1				
BABAM1				
BACE1				
BARX2				
BCAS4				
BEST4				
BMP2				
BMPR1A				
BMX				
BOK				
BOLL				
BTBD3				
C11orf40				
C11orf54				
C15orf26				
C19orf35				
C1QTNF2				
C1orf51				
C5orf20				
CC2D2B				
CCDC106				
CCDC109B				
CCDC121				
CCDC137				
CCDC169-SOHLH2				
CCDC94				
CCNH				
CCR9				
CD151				
CD226				
CD320				
CD3E				
CELF4				
CFP				
CHRNA7				
CHST2				
CLCN3				
CLDN23				
CLEC4E				
CLEC7A				
CLIP3				
CLMP				
CLYBL				
CMTM5				
CNKSR2				
CNTF				
COMT				
COQ3				
COQ7				
CORO1C				
CPSF7				
CTSH				
CWC25				
CX3CR1				
CYLD				
CYR61				
CYSLTR2				
CYTH2				
DCAF12				
DFFB				
DNAJA1				
DPYSL2				
DRD4				
DRGX				
DYNC1I2				
E2F1				
EIF5				
ELOVL7				
EMCN				
ENDOD1				
ENKUR				
ENTPD5				
ERGIC3				
EXOSC4				
EXOSC8				
EXTL2				
FAM107B				
FAM117A				
FAM118B				
FAM216A				
FATE1				
FAXDC2				
FBXO22				
FBXW4				
FGF21				
FKBP6				
FLOT1				
FLT3LG				
FRA10AC1				
FRMD7				
FUBP1				
FZR1				
GALNT13				
GDI2				
GIMAP7				
GLCCI1				
GLYATL2				
GLYR1				
GRPEL2				
GSTM2				
GTF2H4				
GYPB				
H2AFY2				
HCN2				
HDHD3				
HDX				
HLA-G				
HMGCLL1				
HOXA1				
HOXB3				
HPGD				
HPN				
HSD17B1				
HSD17B6				
HTR1A				
IFITM5				
IFNA16				
IFNA2				
IGHV1-58				
IGLV3-10				
IGLV9-49				
IL18BP				
IL23R				
IP6K2				
IQCK				
IRX4				
ISG15				
ISOC2				
ISPD				
ITFG1				
JAM2				
JPH4				
JRKL				
KANK3				
KCNJ5				
KCNMB1				
KIAA1191				
KIAA1715				
KIF2A				
KLHDC9				
KLHL20				
KLK7				
KPNA7				
KRT18				
KRTAP13-2				
LCN12				
LDLRAD4				
LECT1				
LRRC28				
LUC7L				
LXN				
LY6E				
MACROD1				
MAGEB2				
MBD3L1				
METTL16				
METTL18				
METTL8				
MGARP				
MGMT				
MKRN2				
MKX				
MLLT3				
MORN5				
MRPL23				
MRPS18A				
MRPS7				
MTX3				
MYC				
MYF5				
NCR1				
NFAM1				
NIPAL1				
NIPAL2				
NKAPL				
NLGN4X				
NME2				
NME4				
NMT2				
NOVA1				
NSL1				
NT5DC3				
NTF4				
NTMT1				
NUP54				
ODF3L2				
OR11G2				
OR13C8				
OR1A2				
OR2G3				
OR2H1				
OR2T8				
OR2Y1				
OR4D1				
OR4F6				
OR52W1				
OR5B2				
OR5D14				
OR5P2				
OR5P3				
OR6N2				
OR8B12				
OR8D2				
P4HA1				
PACRG				
PARP16				
PCDH11Y				
PDE7A				
PDLIM1				
PDZD4				
PEF1				
PEX11G				
PEX12				
PGAP3				
PLEKHF1				
PLSCR2				
PMM1				
PNMA3				
POT1				
POTEG				
PPAPDC2				
PPCDC				
PPID				
PPP1R18				
PPP2R4				
PPP2R5C				
PPT1				
PRDM14				
PRDX3				
PRKAA2				
PRKCDBP				
PRTN3				
PSMD8				
PSME1				
PTGR2				
RAB19				
RALY				
RALYL				
RANBP1				
RBM11				
RBM41				
REM1				
RFC2				
RGN				
RHBDL3				
RILP				
RIMS3				
RND2				
RNF145				
RRAS				
RSPO2				
RXRG				
S1PR5				
SCAMP2				
SCN1B				
SFXN4				
SHISA5				
SKP2				
SLA				
SLAIN1				
SLAMF1				
SLC25A32				
SLC2A13				
SLC30A2				
SLC35A4				
SLC35E1				
SLFN14				
SLX4IP				
SMUG1				
SNRNP35				
SOX5				
SPINT2				
SPOPL				
SRPRB				
SRSF5				
SS18L1				
SSMEM1				
ST6GALNAC5				
ST8SIA1				
STAG2				
STAP1				
STAT3				
TAF1D				
TAS2R1				
TAS2R30				
TBX21				
TCF23				
TCP10				
TDG				
TIMMDC1				
TIRAP				
TM2D3				
TM6SF1				
TMEM119				
TMEM126A				
TMEM161B				
TMEM26				
TMEM38A				
TMEM5				
TMEM51				
TMEM59				
TMEM61				
TMEM74				
TNFAIP8L3				
TNPO1				
TP53				
TRIM40				
TRIM52				
TRIM9				
TRPC5				
TSPAN9				
TUBD1				
TXLNG				
ULBP1				
UQCC1				
UROS				
USP7				
VGLL4				
VSX1				
VSX2				
WDR31				
WDR45B				
WDR48				
WFDC1				
WNT8A				
XKR7				
YIPF7				
ZBTB16				
ZBTB8A				
ZCCHC24				
ZDHHC7				
ZFAND2B				
ZFP3				
ZFP57				
ZNF10				
ZNF282				
ZNF382				
ZNF570				
ZNF80				
ZNF81				
ABCB7				
ABHD8				
ACER2				
ACSL4				
ACTR10				
ACVR1				
ADI1				
AGR2				
AKT1				
ALAD				
ALX1				
AMN				
AMTN				
APIP				
ARL10				
ARNTL				
ARRDC4				
ASGR1				
ATP5F1				
ATP5O				
AUP1				
B3GNT3				
B4GALT1				
BAG1				
BCDIN3D				
BECN1				
C1orf131				
C2orf61				
C3orf35				
C5orf15				
C5orf51				
C9orf66				
CA10				
CA14				
CAB39L				
CABLES1				
CABP2				
CACNG1				
CAMLG				
CAP2				
CASK				
CCDC124				
CCDC28A				
CCDC91				
CCND3				
CCNE2				
CCRN4L				
CD37				
CD5L				
CDC20				
CDKN2A				
CDR2L				
CENPL				
CFDP1				
CHRM2				
CIAPIN1				
CIB2				
CINP				
CLCF1				
CLDN10				
CLK1				
CNNM2				
CNPY4				
CNR2				
CPEB3				
CPM				
CPNE4				
CRISP3				
CRYGN				
CSNK1G1				
CTRC				
CXCL16				
CXorf58				
CYP21A2				
CYP7B1				
CYYR1				
DARC				
DCLK1				
DDX6				
DEF6				
DEFA5				
DEK				
DGCR6				
DIO1				
DNAJC17				
DPY19L1				
DUS4L				
EBLN2				
EBNA1BP2				
ECHDC1				
EIF4E2				
EIF6				
ELMOD1				
EMP2				
ENO2				
ERVFRD-1				
ETNK2				
EXOSC1				
EZH1				
FAM200A				
FAM206A				
FAM220A				
FAM221B				
FAM71C				
FAM71D				
FAM71E1				
FAM9A				
FAS				
FBRS				
FBXO3				
FEZ2				
FFAR4				
FH				
FHIT				
FLI1				
FNTA				
FOS				
FRS2				
FYN				
FZD1				
GCGR				
GCNT4				
GCSAM				
GDPD2				
GH1				
GPKOW				
GRPR				
GRSF1				
GSTA3				
GSTK1				
GSTO2				
GTF2E2				
GUCA1B				
HDHD2				
HIST1H1B				
HIST1H3A				
HMG20B				
HS3ST5				
HS6ST3				
HSP90AB1				
HTR2C				
IBSP				
IDH3A				
IFNA17				
IFT43				
IGHA2				
IGKV1-8				
IGKV1D-43				
IL17B				
IL1RN				
IL20RB				
INTS12				
IPCEF1				
IQCJ-SCHIP1				
ISX				
JMJD6				
KBTBD6				
KCNG2				
KCNK1				
KHDC1				
KIAA0895L				
KIR2DL3				
KLF12				
KLF15				
KLHL28				
KLHL34				
LCN8				
LDHA				
LGALS13				
LHX3				
LIPF				
LPPR1				
LRRC55				
LYPD4				
LYSMD3				
MAGEA3				
MAGEB4				
MAK16				
MAPKAPK3				
MAPKAPK5				
MAT1A				
MBD3				
MBIP				
MBL2				
MED8				
METTL20				
METTL3				
METTL7B				
MFAP4				
MGAT2				
MINPP1				
MLF1				
MLF2				
MOCS2				
MPV17				
MROH5				
MRPL46				
MRPS22				
MRRF				
MYCT1				
NAA15				
NADK2				
NANP				
NAT1				
NETO2				
NME1-NME2				
NMRK1				
NOL4				
NOS1AP				
NPBWR1				
NR4A2				
NR5A1				
NRBP1				
NSUN3				
NUDT18				
NUP37				
NXNL1				
NXPH3				
ODF3B				
OLFM2				
OLFM3				
OMP				
OR13H1				
OR1N1				
OR2AT4				
OR2F2				
OR2L8				
OR2T34				
OR4K14				
OR5AN1				
OR6C2				
OR6C70				
OR8D1				
OXCT2				
OXSM				
OXSR1				
OXTR				
PAK1				
PANK2				
PARD6B				
PARL				
PAX2				
PBLD				
PCMTD2				
PCTP				
PCYT2				
PDCD1				
PDK4				
PDLIM4				
PEBP4				
PGA5				
PGLS				
PGPEP1				
PHF23				
PICK1				
PLAGL2				
PMP22				
PNMA1				
POLR2F				
PON2				
PPP1R17				
PPP1R3C				
PPP2R5D				
PRKACG				
PRKCB				
PRKCE				
PRSS37				
PSTK				
PTGER3				
PTGES2				
PTPLAD1				
RAB40B				
RAD1				
RAET1L				
RALGPS2				
RD3				
REG4				
RFX8				
RGPD3				
RGS20				
RIMBP3				
RIPK2				
RMDN1				
RNASEH1				
RNF182				
RNPS1				
RPF2				
RPS6KA6				
RTCB				
SAV1				
SBSPON				
SCAMP4				
SERPINH1				
SERPINI1				
SFR1				
SFTPC				
SIRT7				
SLA2				
SLAIN2				
SLC10A3				
SLC10A7				
SLC25A22				
SLC25A40				
SLC25A42				
SLC35F2				
SLC35F6				
SLC5A7				
SMAP1				
SMAP2				
SMARCD3				
SMYD5				
SNX16				
SPATA3				
SPATA33				
SPATS1				
SSTR2				
STEAP4				
STK19				
SULT6B1				
SYK				
TAOK1				
TAS2R42				
TAS2R50				
TBX1				
TBX20				
TEX264				
TFPI2				
THAP5				
THG1L				
THPO				
TIPIN				
TMED1				
TMEM134				
TMEM184B				
TMEM189				
TMEM66				
TNFRSF1A				
TNFRSF9				
TNFSF12				
TRAF4				
TREM1				
TRIM72				
TRIP13				
TRMT10A				
TSPAN12				
TSPAN15				
TTC1				
TUBB6				
TUBGCP4				
TVP23A				
TXNDC15				
TYW5				
USP18				
USP3				
VN1R1				
VPS37B				
WAS				
WBP2				
WNT11				
ZBTB2				
ZDHHC17				
ZFAND2A				
ZFP36				
ZFX				
ZHX1-C8ORF76				
ZKSCAN8				
ZNF182				
ZNF275				
ZNF575				
ZNF620				
ZNF697				
ZNF781				
ABHD11				
ACAT2				
ACTRT3				
ACVR1C				
ADAM10				
ADORA1				
AGO1				
AGO2				
AK2				
AKAP5				
AKR1B1				
ANGPT1				
ANKRD7				
ANKUB1				
AP1M1				
APOA1				
APOBEC4				
APOLD1				
APRT				
ARFIP1				
ARFIP2				
ARHGAP40				
ARHGDIG				
ARL14EP				
ARL6IP6				
ASAH2				
ASB18				
ATG16L1				
ATXN7L1				
AZI2				
BAK1				
BATF2				
BDH2				
BTBD17				
BTC				
C10orf113				
C12orf74				
C14orf28				
C15orf41				
C15orf60				
C16orf13				
C19orf59				
C21orf33				
C2orf47				
C2orf80				
C4orf27				
C5orf49				
C6orf47				
C8orf44-SGK3				
C8orf47				
C9orf24				
C9orf69				
C9orf89				
C9orf9				
CAAP1				
CADM2				
CALHM2				
CAMK2G				
CAMKMT				
CAP1				
CASP6				
CCDC153				
CD48				
CD72				
CD86				
CD99L2				
CDKN1B				
CFHR1				
CHRNB2				
CHST9				
CLDN20				
CLRN1				
COQ4				
CORO2B				
CPOX				
CRX				
CST1				
CST8				
CTAG2				
CUTA				
CUTC				
CYP17A1				
DCUN1D3				
DDRGK1				
DECR1				
DENND6A				
DHRS7B				
DIRC2				
DKK1				
DLG3				
DNAJB2				
DOK5				
DPPA2				
DPRX				
DRAM2				
DUSP19				
EAF2				
EGR4				
EHF				
EIF2B2				
ELANE				
ELSPBP1				
EMC9				
EPHX4				
ERP27				
F2R				
FAM109A				
FAM151B				
FAM175A				
FAM177A1				
FASLG				
FBXL22				
FBXL8				
FBXO21				
FBXO27				
FBXO36				
FCER1A				
FCGR1B				
FDPS				
FITM2				
FOSL1				
FOXB2				
FOXP3				
FPR3				
FZD7				
GATA1				
GEM				
GGTLC2				
GIN1				
GJA4				
GJA5				
GLI4				
GLIPR1L2				
GNAT3				
GOLPH3L				
GOSR2				
GPR68				
HAUS4				
HLA-E				
HNMT				
HNRNPAB				
HOXA3				
HOXD10				
HRCT1				
HSDL2				
HSPA2				
IFNA7				
IGF2BP2				
IGFBPL1				
IGHV2-26				
IGHV3-33				
IGHV4-34				
IGHV6-1				
IGLV7-43				
IL33				
IMPA1				
IMPA2				
INSM2				
IP6K1				
KCNAB2				
KCNAB3				
KCNB1				
KCTD21				
KERA				
KHDRBS3				
KLK1				
KRTAP10-10				
KRTAP10-12				
KRTAP26-1				
LAMP5				
LAMTOR5				
LCN2				
LDHC				
LDLRAP1				
LIF				
LPPR4				
LTBR				
LUZP4				
MADCAM1				
MAEA				
MAGEA8				
MAOB				
MAP3K7				
MBTPS2				
METTL21C				
MIF4GD				
MLNR				
MMP16				
MORN3				
MRAP				
MRPL22				
MRPL9				
MS4A4A				
MS4A6A				
MS4A7				
MSI1				
MTX1				
MUC7				
MXI1				
MYL1				
N6AMT1				
NAB2				
NAPA				
NAT16				
NDUFS4				
NECAP2				
NFIL3				
NGF				
NHLRC1				
NME3				
NOL7				
NPC2				
NUDC				
NUDT16L1				
NUDT22				
NXPE2				
OARD1				
OAZ3				
OLA1				
OR2V2				
OR52B6				
OR8D4				
OR9A4				
OXGR1				
PACRGL				
PAK1IP1				
PDCD2L				
PDSS1				
PHPT1				
PI4K2B				
PIAS2				
PIGK				
PIK3IP1				
PLEKHA2				
PLK2				
PM20D2				
PMEPA1				
POLR3H				
POMZP3				
POP4				
PPAPDC3				
PPP2R5B				
PRDX5				
PRPF39				
PSKH1				
PSMB8				
PSMG2				
PTDSS1				
PTGER4				
RAB34				
RABL3				
RAD23B				
RARB				
RARRES3				
RBAK-RBAKDN				
RCOR2				
REG3G				
RFWD2				
RGMB				
RHBDL2				
RHNO1				
RNASE4				
RNASEH2B				
RNMT				
RPAIN				
RPP40				
RRP7A				
RSPRY1				
RTFDC1				
SBK2				
SCAI				
SDR16C5				
SEC14L2				
SECTM1				
SEH1L				
SENP1				
SETD9				
SGCB				
SGK3				
SIRT6				
SKIDA1				
SLC25A16				
SLC25A20				
SLC25A53				
SLC39A1				
SNX4				
SPACA1				
SPAG6				
SPESP1				
SPRY1				
SRM				
SSSCA1				
ST3GAL2				
SUCNR1				
SULT1E1				
SUSD3				
SYPL2				
SYT11				
TARBP2				
TAS2R3				
TAS2R31				
TAS2R39				
TAS2R8				
TBC1D25				
TBC1D28				
TBL1Y				
TCEA2				
TCP11L1				
TDRD10				
TEAD1				
TEAD3				
TFE3				
TFF3				
THAP3				
TIMP1				
TK1				
TMBIM1				
TMEFF2				
TMEM116				
TMEM140				
TMEM150B				
TMEM187				
TMEM207				
TMEM241				
TMEM86B				
TNFAIP6				
TNFRSF4				
TNFSF14				
TNFSF15				
TOMM40				
TP53INP1				
TPM1				
TRIB2				
TUBB8				
TUBG2				
TWISTNB				
UBAC2				
UBE2J1				
UBR7				
UCHL5				
UHMK1				
UMPS				
UPF3B				
UPK2				
USB1				
USP49				
VASP				
VCX				
VIMP				
VPS28				
VPS4B				
WBP11				
WBSCR27				
WDR89				
ZCCHC9				
ZDHHC18				
ZDHHC2				
ZNF148				
ZNF165				
ZNF207				
ZNF260				
ZNF280C				
ZNF35				
ZNF385B				
ZNF410				
ZNF414				
ZNF449				
ZNF552				
ZNF629				
ZNF639				
ZNF641				
ZNF689				
ZNF791				
ACBD6				
AGFG1				
ALX3				
ANKRD13C				
ANKRD32				
ANKRD34A				
AP3M2				
APOD				
ARHGEF38				
ARMCX2				
ATP1B4				
ATPAF1				
AUH				
AVPR1A				
B3GNT2				
BAD				
BIRC8				
BTBD1				
BTN3A2				
C11orf57				
C12orf45				
C16orf70				
C16orf90				
C21orf2				
C4orf40				
C6orf25				
C7orf50				
C7orf61				
C7orf62				
CA1				
CACNG6				
CALB2				
CALCRL				
CALML6				
CAPN6				
CAPRIN1				
CASP3				
CBX4				
CCDC107				
CCDC3				
CCDC64				
CCM2L				
CD200R1L				
CD70				
CD79B				
CDS1				
CDS2				
CERS5				
CFHR2				
CHAC1				
CHMP2B				
CHMP3				
CHST11				
CIDEA				
CIRBP				
CLK3				
CLRN2				
CLRN3				
CNTD1				
COL4A3BP				
COMMD9				
CPEB2				
CPNE9				
CPSF3				
CRIP3				
CRYAB				
CRYGC				
CSH2				
CSNK1G3				
CSPG5				
CTDSP1				
CTDSPL2				
CUL5				
CXCR5				
CXorf36				
CYGB				
CYHR1				
CYP27C1				
CYSLTR1				
DACT2				
DCN				
DEPDC4				
DERL1				
DNAJC30				
DNAJC5B				
DTYMK				
EBF1				
EDC3				
EIF2AK2				
EIF3K				
ELF5				
ENPP4				
ETS1				
EVI2A				
EVI5L				
F3				
FABP6				
FADS2				
FAM120C				
FAM155B				
FAM166B				
FAM169B				
FAM173A				
FAM180A				
FAM209A				
FAM98B				
FBXL2				
FBXO32				
FBXO4				
FBXO5				
FCGRT				
FEM1A				
FGL2				
FOXA3				
FTMT				
FZD9				
GAB3				
GABRB1				
GDAP1L1				
GEMIN2				
GFPT1				
GGH				
GHITM				
GIPC1				
GJC3				
GLA				
GLIPR1L1				
GNA12				
GNLY				
GPALPP1				
GPANK1				
GPR55				
GPR87				
GRAP2				
GTF2H3				
GTPBP8				
H2BFWT				
HABP4				
HCFC2				
HEBP2				
HERPUD2				
HLA-A				
HOXA9				
HSDL1				
HTATSF1				
HUS1				
HVCN1				
IGKV1D-16				
IGKV1D-17				
IGLV5-45				
IGSF6				
IL1RAPL2				
IMMP1L				
IMPAD1				
INSL4				
IQCF1				
IRF4				
KANSL2				
KCND3				
KCNRG				
KIAA0907				
KIAA1598				
KITLG				
KLF4				
KLF5				
KLHL7				
KLRC1				
KRTAP12-2				
KRTAP24-1				
LAT2				
LBX2				
LCN10				
LCOR				
LEMD2				
LGI1				
LIX1				
LURAP1				
MAGEB1				
MAGEF1				
MAU2				
MAX				
MC2R				
MED22				
MEDAG				
MEIS2				
MEX3C				
MFSD4				
MIER3				
MMADHC				
MRPL12				
MRPL13				
MRPL27				
MRPL32				
MRTO4				
MSANTD2				
MTERFD3				
MTMR1				
MYL4				
MZB1				
MZT2A				
NEUROD1				
NIP7				
NIPSNAP3A				
NKX6-2				
NPFFR1				
NPY2R				
NSMCE4A				
NT5C				
NTN1				
ODF3L1				
OGN				
OR12D3				
OR14J1				
OR1G1				
OR1J1				
